age,juv_fel_count,juv_misd_count,juv_other_count,priors_count,jail_time,sex,race,c_charge_degree,decile_score,two_year_recid,compas_score,compas_class
27,0,0,0,1,0.0,2,3,1,7,1,0.7,1
29,0,0,0,11,0.0,2,2,1,8,0,0.8,1
72,0,0,0,3,4.0,1,3,1,1,0,0.1,0
24,0,0,0,2,14.0,2,2,2,7,1,0.7,1
45,0,0,0,3,36.0,1,2,1,9,0,0.9,1
30,0,0,0,7,2.0,1,2,2,10,1,1.0,1
45,0,0,0,0,0.0,1,2,2,1,0,0.1,0
47,0,0,0,0,0.0,1,3,2,1,0,0.1,0
24,0,0,0,0,9.0,1,2,1,3,1,0.3,0
20,0,0,0,0,2.0,1,2,2,3,1,0.3,0
51,0,0,0,6,0.0,1,3,1,1,1,0.1,0
34,0,0,0,2,0.0,1,2,2,3,0,0.3,0
22,0,0,0,2,0.0,1,4,1,3,0,0.3,0
49,0,0,0,2,11.0,2,3,2,2,1,0.2,0
41,0,0,0,5,1.0,1,3,1,1,0,0.1,0
49,0,0,0,1,12.0,1,3,1,3,0,0.3,0
26,0,0,0,0,0.0,1,4,2,1,0,0.1,0
34,0,0,0,2,41.0,2,3,1,3,1,0.3,0
28,0,0,0,0,1.0,2,2,2,3,0,0.3,0
33,0,0,0,2,1.0,1,3,2,2,0,0.2,0
46,0,0,0,0,0.0,1,2,1,7,0,0.7,1
21,0,0,0,0,1.0,1,2,2,4,0,0.4,0
26,0,1,3,14,-1.0,1,2,1,9,1,0.9,1
28,0,0,0,2,7.0,2,4,2,5,0,0.5,0
48,0,0,0,1,126.0,1,4,1,1,1,0.1,0
58,0,0,0,24,3.0,1,2,1,6,1,0.6,0
29,0,0,0,0,1.0,1,1,1,1,0,0.1,0
20,0,0,3,2,23.0,2,2,1,10,1,1.0,1
28,0,0,0,0,0.0,1,2,2,4,1,0.4,0
21,0,0,0,0,4.0,1,3,1,8,1,0.8,1
26,0,0,0,0,0.0,1,1,1,7,0,0.7,1
34,0,0,0,3,0.0,1,2,2,1,0,0.1,0
32,2,0,0,15,7.0,1,2,1,8,1,0.8,1
38,0,0,1,10,10.0,1,2,1,4,1,0.4,0
22,0,0,0,0,1.0,1,2,1,3,0,0.3,0
42,0,0,0,2,0.0,1,3,1,5,1,0.5,0
57,0,0,0,0,1.0,2,3,2,4,0,0.4,0
56,0,0,0,1,1.0,2,3,1,1,0,0.1,0
32,0,0,0,2,0.0,1,4,2,5,1,0.5,0
30,0,2,2,11,0.0,1,2,1,8,0,0.8,1
29,0,0,0,2,0.0,1,2,2,1,0,0.1,0
46,0,0,1,15,6.0,1,2,1,7,1,0.7,1
36,2,0,0,5,1.0,1,2,1,10,0,1.0,1
24,0,0,0,0,0.0,2,2,1,3,0,0.3,0
70,0,0,0,1,1.0,2,2,1,1,0,0.1,0
21,0,0,0,0,0.0,1,4,1,6,1,0.6,0
45,0,0,0,1,0.0,2,3,2,1,0,0.1,0
33,0,0,0,2,2.0,2,4,2,4,0,0.4,0
39,0,1,0,6,0.0,2,2,1,5,0,0.5,0
25,0,1,0,6,1.0,1,3,1,4,0,0.4,0
48,0,0,0,1,1.0,1,4,2,1,0,0.1,0
32,0,0,0,1,28.0,2,3,2,2,1,0.2,0
46,0,0,0,0,0.0,1,3,1,1,0,0.1,0
28,0,0,0,0,2.0,1,3,2,2,1,0.2,0
32,0,0,0,1,0.0,1,3,2,2,0,0.2,0
27,0,0,0,1,1.0,1,2,1,2,0,0.2,0
43,0,0,0,11,76.0,1,3,1,7,1,0.7,1
56,0,0,0,5,21.0,1,3,1,5,1,0.5,0
30,0,0,0,9,50.0,1,2,1,10,1,1.0,1
35,0,4,17,12,0.0,1,2,1,9,0,0.9,1
29,0,0,0,1,0.0,1,3,1,3,0,0.3,0
54,0,0,0,8,-1.0,1,2,1,1,1,0.1,0
20,0,0,0,0,0.0,2,3,1,4,0,0.4,0
29,0,0,0,0,0.0,1,2,1,1,0,0.1,0
28,0,0,0,3,0.0,1,1,1,2,0,0.2,0
67,0,0,0,0,0.0,1,6,2,1,0,0.1,0
46,0,0,0,1,0.0,2,2,2,5,0,0.5,0
25,0,0,0,0,0.0,1,1,1,2,0,0.2,0
24,0,2,1,8,0.0,1,2,1,9,1,0.9,1
29,0,0,0,3,177.0,1,1,1,6,0,0.6,0
45,0,0,0,2,28.0,1,2,2,6,0,0.6,0
31,0,0,0,5,11.0,1,2,1,5,1,0.5,0
23,0,0,0,0,7.0,1,3,1,3,1,0.3,0
21,0,0,0,0,8.0,1,2,1,8,1,0.8,1
61,0,0,0,0,0.0,1,3,2,1,0,0.1,0
51,0,0,0,5,20.0,2,3,2,7,1,0.7,1
32,0,0,0,1,15.0,1,1,1,1,0,0.1,0
43,0,0,0,9,0.0,1,3,1,6,0,0.6,0
32,0,0,0,0,1.0,1,1,2,1,0,0.1,0
36,0,0,0,0,0.0,1,2,1,5,0,0.5,0
58,0,0,0,3,15.0,1,3,1,4,1,0.4,0
32,0,0,0,1,0.0,1,2,2,2,0,0.2,0
57,0,0,0,12,50.0,1,2,1,9,0,0.9,1
37,0,0,0,2,0.0,1,2,1,7,0,0.7,1
44,0,0,0,6,1.0,1,2,1,6,0,0.6,0
51,0,0,0,8,0.0,1,2,1,2,0,0.2,0
45,0,0,0,4,0.0,1,4,1,6,0,0.6,0
28,0,0,2,9,116.0,1,3,2,8,0,0.8,1
45,0,0,0,8,0.0,1,2,1,7,1,0.7,1
48,0,0,0,1,2.0,1,1,1,1,0,0.1,0
26,0,1,1,13,-1.0,1,2,1,8,1,0.8,1
34,1,0,0,9,1.0,1,3,1,6,1,0.6,0
25,0,0,0,0,1.0,1,2,1,3,0,0.3,0
31,0,0,0,8,0.0,1,2,2,7,1,0.7,1
43,0,0,0,1,1.0,1,2,1,1,0,0.1,0
30,0,0,0,0,0.0,1,2,2,1,0,0.1,0
50,0,0,0,0,0.0,1,3,2,1,0,0.1,0
31,0,0,0,2,1.0,2,2,1,2,0,0.2,0
33,0,0,0,7,0.0,2,3,2,6,0,0.6,0
32,0,0,0,1,19.0,1,2,1,5,1,0.5,0
46,0,0,0,0,2.0,2,3,2,1,1,0.1,0
22,0,0,0,0,1.0,1,4,1,6,0,0.6,0
37,0,0,0,8,1.0,1,2,1,5,1,0.5,0
32,0,0,0,6,8.0,2,3,1,6,1,0.6,0
23,0,0,0,2,1.0,2,2,1,7,1,0.7,1
21,0,0,0,0,-1.0,1,3,1,5,0,0.5,0
22,0,0,0,1,0.0,1,1,1,9,0,0.9,1
52,0,0,0,2,1.0,1,1,1,1,0,0.1,0
49,0,0,0,2,1.0,1,3,2,2,0,0.2,0
55,0,0,0,3,36.0,1,3,1,7,1,0.7,1
22,0,0,0,0,1.0,1,2,1,2,0,0.2,0
45,0,0,0,0,13.0,1,4,1,1,0,0.1,0
31,0,0,0,7,1.0,2,2,1,5,1,0.5,0
22,0,0,1,0,1.0,1,3,2,2,1,0.2,0
28,0,0,0,5,1.0,1,2,2,6,0,0.6,0
21,0,0,0,1,11.0,1,2,1,5,1,0.5,0
37,0,0,1,2,1.0,1,4,2,3,0,0.3,0
30,0,2,0,21,1.0,1,2,1,7,1,0.7,1
22,0,0,1,13,0.0,1,2,1,10,1,1.0,1
35,0,1,0,23,1.0,1,2,1,9,1,0.9,1
28,2,1,0,11,26.0,1,2,1,10,0,1.0,1
24,0,0,0,1,1.0,1,2,1,3,0,0.3,0
44,0,0,0,9,65.0,1,2,1,3,0,0.3,0
25,0,0,4,5,0.0,1,4,1,8,0,0.8,1
32,1,3,0,24,2.0,1,2,1,7,1,0.7,1
29,0,0,0,5,13.0,1,2,1,3,1,0.3,0
24,0,0,0,1,0.0,2,2,1,5,0,0.5,0
57,0,0,0,19,1.0,1,2,1,3,0,0.3,0
21,0,0,0,0,0.0,1,1,2,6,0,0.6,0
28,0,0,0,0,-1.0,1,3,1,2,0,0.2,0
51,0,0,0,0,91.0,1,3,2,1,0,0.1,0
34,0,0,0,6,216.0,1,2,1,9,1,0.9,1
26,0,0,0,0,0.0,1,2,2,2,1,0.2,0
20,0,0,3,0,1.0,1,2,1,6,1,0.6,0
25,0,1,0,6,32.0,1,2,2,7,0,0.7,1
19,0,0,0,0,2.0,1,3,2,6,1,0.6,0
49,0,0,0,1,20.0,1,3,1,1,1,0.1,0
57,0,0,0,27,9.0,1,2,2,10,0,1.0,1
27,0,0,0,0,0.0,2,2,2,2,0,0.2,0
66,0,0,0,1,19.0,1,3,2,1,0,0.1,0
25,0,0,0,4,16.0,2,2,2,7,1,0.7,1
21,0,0,0,0,0.0,1,3,1,3,0,0.3,0
45,0,0,0,1,-1.0,1,3,1,2,0,0.2,0
38,0,0,0,6,202.0,1,2,1,6,1,0.6,0
37,2,3,0,24,19.0,1,2,1,8,0,0.8,1
44,0,0,0,13,16.0,1,3,1,9,1,0.9,1
64,0,0,0,0,4.0,1,2,1,4,0,0.4,0
30,0,0,0,1,0.0,1,2,1,6,1,0.6,0
61,0,0,0,1,2.0,1,2,2,1,0,0.1,0
33,0,0,0,0,0.0,1,3,1,3,0,0.3,0
49,0,0,0,8,8.0,2,3,1,2,0,0.2,0
23,0,0,0,0,0.0,1,2,1,7,0,0.7,1
33,0,0,0,14,67.0,1,2,1,8,0,0.8,1
21,0,0,0,0,0.0,1,3,1,9,1,0.9,1
30,0,0,0,2,43.0,2,3,1,10,1,1.0,1
26,0,0,1,7,1.0,1,4,2,4,0,0.4,0
35,0,0,0,3,1.0,1,1,2,1,1,0.1,0
27,0,0,1,2,1.0,1,2,2,9,0,0.9,1
38,0,0,0,1,14.0,1,3,2,6,0,0.6,0
48,0,0,0,14,142.0,1,2,1,9,1,0.9,1
26,0,0,0,0,0.0,1,3,2,2,0,0.2,0
24,0,1,0,4,26.0,1,2,1,8,1,0.8,1
28,0,0,0,2,0.0,2,2,1,5,1,0.5,0
44,0,0,0,4,5.0,2,3,1,6,1,0.6,0
23,0,0,1,2,13.0,1,3,1,7,0,0.7,1
34,0,0,0,1,12.0,2,3,1,6,1,0.6,0
20,0,1,0,1,1.0,1,3,1,5,1,0.5,0
63,0,0,0,23,2.0,1,1,1,4,1,0.4,0
36,0,0,0,0,0.0,2,2,2,1,0,0.1,0
58,0,0,0,1,79.0,1,3,1,1,0,0.1,0
25,0,0,0,7,0.0,1,2,1,7,1,0.7,1
46,0,0,0,5,0.0,1,3,2,3,0,0.3,0
35,0,0,0,4,13.0,2,3,1,3,0,0.3,0
23,0,0,0,3,1.0,1,2,1,7,0,0.7,1
40,0,0,0,1,21.0,1,3,1,1,0,0.1,0
31,0,0,0,3,0.0,1,4,1,3,0,0.3,0
34,0,0,0,5,1.0,2,4,1,4,0,0.4,0
23,0,0,0,3,13.0,1,2,2,6,1,0.6,0
27,0,0,0,0,4.0,1,3,2,3,1,0.3,0
26,0,0,0,3,27.0,2,2,1,5,0,0.5,0
49,0,0,0,1,24.0,1,2,1,1,0,0.1,0
47,0,0,0,0,1.0,2,4,2,1,0,0.1,0
45,0,0,0,1,0.0,2,5,2,2,0,0.2,0
47,0,0,0,6,5.0,1,2,1,2,0,0.2,0
34,0,0,0,7,0.0,1,2,1,6,1,0.6,0
45,0,0,0,1,5.0,1,4,2,8,0,0.8,1
27,0,0,0,10,7.0,1,2,1,9,0,0.9,1
52,0,0,0,0,0.0,2,3,2,1,0,0.1,0
26,0,0,0,0,0.0,1,2,2,3,1,0.3,0
25,0,0,1,9,2.0,1,2,1,7,0,0.7,1
51,0,0,0,1,162.0,1,2,1,2,0,0.2,0
29,0,0,0,1,-1.0,2,2,2,2,0,0.2,0
39,0,0,0,1,0.0,1,2,1,3,0,0.3,0
46,0,0,0,0,0.0,1,3,1,1,0,0.1,0
28,0,0,0,6,2.0,1,3,1,4,0,0.4,0
57,0,0,0,0,1.0,1,2,1,1,0,0.1,0
23,0,0,0,2,0.0,1,4,1,5,0,0.5,0
34,0,0,0,27,118.0,1,2,1,9,1,0.9,1
27,0,0,0,3,12.0,1,2,1,3,0,0.3,0
25,0,0,1,7,3.0,1,2,2,9,1,0.9,1
31,0,0,0,1,32.0,1,3,1,7,1,0.7,1
37,0,0,0,8,1.0,1,2,1,2,0,0.2,0
51,0,0,0,0,1.0,1,2,1,2,1,0.2,0
51,0,0,0,3,2.0,1,4,2,2,0,0.2,0
28,0,1,0,8,40.0,1,2,1,6,0,0.6,0
56,0,0,0,4,7.0,1,3,1,1,0,0.1,0
45,0,0,0,15,330.0,1,2,1,9,1,0.9,1
26,0,0,0,7,18.0,1,3,1,6,1,0.6,0
33,0,0,0,7,1.0,1,3,1,8,1,0.8,1
23,0,0,3,0,1.0,1,3,2,4,0,0.4,0
31,0,0,0,0,0.0,1,2,2,2,0,0.2,0
31,0,0,0,0,1.0,1,1,2,3,0,0.3,0
19,1,0,0,1,4.0,1,4,1,9,0,0.9,1
32,0,0,0,0,0.0,1,3,1,1,0,0.1,0
30,0,0,0,1,0.0,1,3,2,3,1,0.3,0
48,0,0,0,9,57.0,2,4,1,6,0,0.6,0
66,0,0,0,1,0.0,1,3,1,1,0,0.1,0
40,0,0,0,0,-1.0,2,2,1,1,0,0.1,0
59,0,0,0,4,0.0,1,2,2,2,0,0.2,0
25,0,0,0,5,85.0,1,2,1,7,0,0.7,1
27,0,0,0,3,1.0,1,2,2,7,0,0.7,1
22,0,0,0,0,0.0,1,2,1,3,0,0.3,0
58,0,0,0,1,0.0,1,3,1,1,0,0.1,0
49,0,0,0,1,0.0,1,2,2,1,0,0.1,0
29,0,0,0,2,2.0,1,3,1,3,0,0.3,0
44,0,0,0,11,26.0,2,3,1,7,1,0.7,1
24,0,0,0,2,6.0,1,2,1,4,0,0.4,0
27,0,0,0,0,60.0,1,2,1,8,1,0.8,1
34,0,0,0,5,24.0,2,2,1,5,1,0.5,0
24,0,0,0,0,1.0,1,3,1,5,0,0.5,0
35,0,1,0,3,0.0,2,3,1,4,0,0.4,0
65,0,0,0,4,0.0,1,3,2,3,0,0.3,0
29,0,2,1,7,2.0,1,2,1,8,1,0.8,1
30,1,0,0,5,2.0,1,2,1,9,1,0.9,1
23,0,1,1,1,2.0,1,2,1,2,0,0.2,0
32,0,0,0,2,0.0,1,3,1,4,1,0.4,0
22,0,0,0,2,3.0,1,3,1,5,0,0.5,0
21,0,0,0,0,1.0,1,2,2,3,0,0.3,0
43,0,0,0,0,-1.0,2,3,2,2,0,0.2,0
29,0,0,0,0,2.0,1,2,1,8,0,0.8,1
43,0,0,0,1,1.0,1,2,1,3,0,0.3,0
25,0,0,0,1,2.0,1,2,1,2,0,0.2,0
47,0,0,0,0,1.0,1,3,2,1,0,0.1,0
21,0,0,0,0,0.0,2,2,1,5,0,0.5,0
25,0,0,0,1,-1.0,2,2,2,6,0,0.6,0
54,0,0,0,0,-1.0,1,3,2,1,0,0.1,0
34,0,0,1,3,33.0,1,2,1,1,1,0.1,0
28,0,0,0,2,1.0,2,2,2,2,0,0.2,0
53,0,0,0,4,0.0,2,3,1,1,1,0.1,0
54,0,0,0,0,-1.0,1,2,2,1,0,0.1,0
37,0,0,0,3,83.0,1,4,1,1,1,0.1,0
34,0,0,0,2,0.0,1,2,1,4,0,0.4,0
50,0,0,0,11,113.0,1,4,2,9,0,0.9,1
60,0,0,0,0,1.0,2,3,1,1,1,0.1,0
22,0,0,0,0,1.0,1,2,1,4,0,0.4,0
51,0,0,0,3,-1.0,1,2,1,7,0,0.7,1
29,0,0,0,0,12.0,1,2,1,2,1,0.2,0
28,0,0,0,1,1.0,2,2,1,5,0,0.5,0
36,0,0,0,6,2.0,1,3,1,7,0,0.7,1
28,0,0,1,5,27.0,1,2,2,6,0,0.6,0
33,0,0,0,0,0.0,1,3,1,1,1,0.1,0
43,0,0,0,4,2.0,1,3,2,2,0,0.2,0
45,0,0,0,1,26.0,1,4,2,6,0,0.6,0
32,0,0,0,5,65.0,1,3,1,5,1,0.5,0
35,0,0,0,0,1.0,2,2,1,3,1,0.3,0
23,0,0,0,1,1.0,1,2,1,4,1,0.4,0
41,0,0,0,1,113.0,1,4,2,1,0,0.1,0
25,20,0,0,24,0.0,1,1,1,10,1,1.0,1
35,0,1,0,12,10.0,1,4,1,9,0,0.9,1
25,0,0,0,4,43.0,1,2,1,6,1,0.6,0
69,0,0,0,6,1.0,1,3,1,2,1,0.2,0
24,0,0,0,0,1.0,1,6,2,3,0,0.3,0
21,0,0,0,3,63.0,1,2,1,6,1,0.6,0
28,0,0,0,0,0.0,1,4,1,4,0,0.4,0
47,0,0,0,23,403.0,1,2,1,7,1,0.7,1
59,0,0,0,1,0.0,1,1,1,1,0,0.1,0
29,0,1,0,13,1.0,1,2,1,10,1,1.0,1
36,0,0,0,14,0.0,1,3,1,4,1,0.4,0
26,0,0,0,9,2.0,1,2,1,8,1,0.8,1
31,0,0,0,0,2.0,1,1,2,1,0,0.1,0
32,0,0,0,8,0.0,1,2,1,3,1,0.3,0
27,0,0,0,3,88.0,2,3,1,7,1,0.7,1
28,0,0,0,0,1.0,1,3,1,7,0,0.7,1
48,0,0,0,1,0.0,1,3,2,1,1,0.1,0
23,0,0,0,2,164.0,1,3,1,7,1,0.7,1
44,0,0,0,0,0.0,1,3,2,1,0,0.1,0
42,0,0,0,7,0.0,1,2,2,5,0,0.5,0
39,0,0,0,5,4.0,1,2,1,7,0,0.7,1
46,0,0,0,2,3.0,2,4,1,1,0,0.1,0
55,0,0,0,0,10.0,1,3,2,5,0,0.5,0
27,0,0,0,5,4.0,1,2,1,9,1,0.9,1
31,0,0,0,0,4.0,2,3,2,9,0,0.9,1
25,0,0,0,0,0.0,1,2,1,2,0,0.2,0
32,0,0,2,6,0.0,1,3,2,7,0,0.7,1
36,0,0,0,2,0.0,1,2,1,5,0,0.5,0
21,0,0,0,3,4.0,1,2,1,7,1,0.7,1
39,0,0,0,2,-1.0,1,3,2,4,0,0.4,0
26,0,0,0,0,-1.0,2,2,2,2,0,0.2,0
28,0,0,0,8,20.0,1,2,1,8,1,0.8,1
67,0,0,0,2,0.0,1,3,2,1,1,0.1,0
22,0,0,0,0,2.0,2,1,1,4,0,0.4,0
37,0,0,0,3,0.0,1,3,2,1,0,0.1,0
23,0,0,0,2,2.0,1,2,2,8,1,0.8,1
49,0,0,0,14,122.0,2,2,2,7,1,0.7,1
32,0,0,0,9,4.0,1,3,2,7,1,0.7,1
41,0,0,0,9,32.0,1,3,2,6,0,0.6,0
25,0,0,0,1,0.0,1,2,2,3,0,0.3,0
57,0,0,0,3,0.0,2,3,1,1,0,0.1,0
58,0,0,0,0,0.0,1,3,2,1,0,0.1,0
44,2,0,0,19,17.0,1,2,2,9,1,0.9,1
28,0,0,0,1,15.0,1,2,1,4,0,0.4,0
39,0,0,0,0,2.0,2,2,1,5,1,0.5,0
54,0,0,0,0,6.0,1,3,1,1,0,0.1,0
21,0,0,0,0,53.0,1,4,2,4,1,0.4,0
43,0,0,0,0,0.0,1,3,2,4,0,0.4,0
31,0,0,0,5,0.0,1,2,2,10,0,1.0,1
30,4,1,0,11,117.0,1,2,1,10,0,1.0,1
27,0,1,3,4,1.0,1,3,2,4,1,0.4,0
28,0,0,0,0,1.0,1,2,2,2,1,0.2,0
24,0,0,0,0,0.0,1,2,2,7,0,0.7,1
43,0,0,0,0,0.0,1,3,2,1,0,0.1,0
44,0,0,0,10,5.0,1,2,2,4,1,0.4,0
51,0,0,0,4,30.0,1,2,1,7,0,0.7,1
24,0,0,0,11,0.0,1,4,1,10,1,1.0,1
31,0,0,0,1,229.0,1,2,1,3,0,0.3,0
23,0,0,0,0,1.0,1,2,1,3,0,0.3,0
26,2,1,0,8,84.0,1,2,2,10,1,1.0,1
36,0,0,0,5,0.0,1,3,2,3,1,0.3,0
27,0,0,0,1,1.0,1,3,1,9,0,0.9,1
24,0,0,0,0,1.0,1,2,1,10,1,1.0,1
66,0,0,0,0,0.0,1,3,2,1,0,0.1,0
36,0,0,1,3,25.0,2,3,1,4,0,0.4,0
53,0,0,0,9,130.0,1,4,1,8,1,0.8,1
23,0,0,0,1,0.0,1,3,1,3,1,0.3,0
22,0,0,0,0,0.0,2,2,2,7,1,0.7,1
25,0,0,1,1,0.0,1,4,1,3,0,0.3,0
56,0,0,0,4,2.0,1,2,1,1,0,0.1,0
29,0,0,0,1,33.0,1,5,1,2,0,0.2,0
29,0,0,0,10,4.0,1,3,1,6,1,0.6,0
51,0,0,0,1,1.0,1,6,1,1,1,0.1,0
58,0,0,0,3,18.0,2,2,2,1,0,0.1,0
24,0,1,2,3,0.0,1,3,2,5,0,0.5,0
22,0,0,0,0,71.0,1,2,1,3,1,0.3,0
39,0,0,0,0,0.0,1,3,2,1,0,0.1,0
20,0,0,0,3,42.0,1,4,1,10,1,1.0,1
46,0,0,0,10,73.0,1,3,1,7,1,0.7,1
38,0,0,0,1,0.0,1,3,1,1,1,0.1,0
23,0,0,0,0,3.0,1,3,2,8,1,0.8,1
39,0,0,0,6,26.0,1,1,1,5,0,0.5,0
25,0,0,0,0,1.0,1,2,1,8,0,0.8,1
31,0,0,0,19,0.0,1,2,1,9,1,0.9,1
25,0,0,0,1,0.0,2,2,2,3,1,0.3,0
26,0,0,0,6,1.0,1,2,1,6,0,0.6,0
25,0,0,1,2,274.0,1,2,1,9,0,0.9,1
37,0,0,0,11,1.0,1,3,1,8,1,0.8,1
36,0,0,0,0,0.0,1,2,1,1,0,0.1,0
26,0,0,0,1,0.0,1,2,1,6,1,0.6,0
21,0,2,0,3,0.0,1,1,1,2,1,0.2,0
35,0,0,0,7,0.0,1,2,1,4,1,0.4,0
22,0,0,0,2,1.0,1,2,1,4,1,0.4,0
25,0,0,0,0,0.0,1,3,1,2,0,0.2,0
24,0,0,0,0,0.0,1,3,2,7,0,0.7,1
36,0,0,0,0,1.0,1,4,2,1,0,0.1,0
24,0,0,0,2,12.0,1,2,2,7,1,0.7,1
21,0,0,1,0,0.0,1,2,1,9,1,0.9,1
32,2,0,1,15,70.0,1,3,1,9,1,0.9,1
33,0,0,0,2,-1.0,1,2,2,2,1,0.2,0
33,0,0,0,10,2.0,1,2,1,9,1,0.9,1
23,0,0,0,4,43.0,2,2,2,8,1,0.8,1
29,0,0,0,0,0.0,1,3,2,3,0,0.3,0
50,0,0,0,8,172.0,1,3,1,3,0,0.3,0
32,0,0,0,5,6.0,1,3,1,5,1,0.5,0
33,0,0,0,14,2.0,1,2,1,8,1,0.8,1
37,0,1,0,13,0.0,1,2,1,8,1,0.8,1
27,0,0,0,9,24.0,1,2,1,7,1,0.7,1
27,0,0,0,0,1.0,1,2,2,1,0,0.1,0
52,0,0,0,21,19.0,2,2,1,7,1,0.7,1
21,0,0,0,1,0.0,1,4,2,5,1,0.5,0
58,0,0,0,1,60.0,1,2,1,1,0,0.1,0
27,0,0,0,4,33.0,1,2,1,8,0,0.8,1
28,0,0,0,5,28.0,1,2,1,4,1,0.4,0
28,0,0,0,1,30.0,1,3,1,7,1,0.7,1
31,0,0,0,0,0.0,2,3,2,3,0,0.3,0
30,0,1,0,11,40.0,1,3,1,9,1,0.9,1
24,0,0,0,3,6.0,1,2,2,7,0,0.7,1
26,0,0,0,6,18.0,1,2,1,9,1,0.9,1
43,0,0,0,0,1.0,1,3,2,1,0,0.1,0
31,0,0,1,2,43.0,1,2,1,1,1,0.1,0
22,0,0,0,3,1.0,1,2,1,6,1,0.6,0
23,0,0,0,0,3.0,1,2,1,5,0,0.5,0
42,0,0,0,0,0.0,1,3,2,4,0,0.4,0
34,0,0,0,0,0.0,1,2,2,2,1,0.2,0
30,0,3,0,18,17.0,1,2,2,10,0,1.0,1
29,0,0,0,1,290.0,1,2,1,9,0,0.9,1
38,0,0,0,2,47.0,1,3,1,4,1,0.4,0
26,0,0,1,3,2.0,1,3,2,4,0,0.4,0
25,0,0,0,4,36.0,2,4,1,6,1,0.6,0
51,0,0,0,5,4.0,1,2,2,7,0,0.7,1
36,0,0,0,0,-1.0,1,1,2,1,0,0.1,0
62,0,0,0,0,1.0,1,4,2,1,0,0.1,0
23,0,0,0,0,0.0,1,2,1,3,1,0.3,0
34,0,0,0,7,0.0,1,2,1,5,1,0.5,0
35,0,0,0,1,1.0,1,2,2,2,0,0.2,0
22,0,0,0,0,3.0,1,3,1,3,0,0.3,0
29,0,0,0,10,108.0,1,2,2,10,1,1.0,1
40,0,0,0,0,1.0,1,2,1,2,0,0.2,0
36,0,0,0,2,0.0,1,2,1,2,0,0.2,0
26,0,0,0,8,0.0,1,2,1,8,1,0.8,1
25,0,0,0,1,0.0,1,2,1,3,1,0.3,0
69,0,0,0,0,0.0,1,3,2,1,0,0.1,0
27,0,1,0,1,8.0,1,2,1,4,0,0.4,0
20,0,0,0,0,1.0,1,3,1,5,1,0.5,0
27,0,0,0,1,2.0,1,2,1,1,0,0.1,0
24,0,0,0,6,310.0,2,2,2,6,0,0.6,0
42,0,0,0,0,2.0,1,3,1,1,0,0.1,0
25,0,0,0,1,1.0,1,3,1,3,0,0.3,0
46,0,0,0,1,29.0,1,3,1,1,1,0.1,0
25,0,0,0,0,7.0,1,2,1,4,0,0.4,0
22,0,0,0,0,0.0,1,2,1,3,0,0.3,0
21,0,0,0,0,0.0,1,3,1,4,0,0.4,0
30,0,0,0,1,1.0,1,2,2,2,0,0.2,0
46,0,0,0,9,4.0,1,3,2,5,0,0.5,0
26,0,0,0,2,0.0,1,2,2,7,0,0.7,1
33,0,0,0,0,0.0,1,2,1,5,1,0.5,0
40,0,0,0,1,1.0,1,2,2,1,0,0.1,0
34,0,0,0,0,28.0,1,3,1,4,0,0.4,0
22,0,0,0,1,36.0,1,3,1,2,1,0.2,0
28,0,0,0,3,0.0,1,4,2,5,0,0.5,0
31,0,0,0,4,1.0,1,2,2,3,1,0.3,0
59,0,0,0,3,1.0,1,3,2,1,1,0.1,0
37,0,0,0,0,0.0,1,5,1,2,0,0.2,0
50,0,0,0,0,2.0,1,2,1,1,0,0.1,0
21,0,0,0,2,26.0,2,1,1,4,1,0.4,0
57,0,0,0,8,99.0,1,2,1,5,1,0.5,0
31,0,0,0,5,0.0,1,2,2,5,0,0.5,0
51,0,0,0,1,0.0,2,2,2,7,0,0.7,1
44,0,0,0,9,25.0,1,2,1,8,0,0.8,1
48,0,0,0,5,242.0,1,2,1,9,1,0.9,1
25,0,0,0,0,1.0,2,3,1,4,0,0.4,0
51,0,0,0,5,0.0,1,2,2,3,0,0.3,0
50,0,0,0,0,0.0,1,3,1,1,1,0.1,0
57,0,0,0,2,2.0,1,3,1,1,0,0.1,0
55,0,0,0,0,0.0,1,3,2,1,0,0.1,0
59,0,0,0,4,1.0,1,2,1,3,1,0.3,0
42,0,0,0,0,0.0,2,2,1,1,0,0.1,0
20,2,0,0,2,21.0,1,4,1,8,1,0.8,1
58,0,0,0,16,29.0,1,2,1,9,0,0.9,1
21,0,0,0,0,28.0,1,1,1,4,0,0.4,0
32,0,0,0,21,64.0,1,2,1,9,1,0.9,1
24,0,0,0,0,0.0,2,4,2,4,0,0.4,0
42,0,0,0,1,1.0,1,2,1,4,0,0.4,0
29,0,0,0,8,13.0,1,2,1,8,1,0.8,1
21,0,0,0,1,7.0,1,2,1,6,0,0.6,0
31,0,0,0,1,0.0,1,3,2,2,1,0.2,0
56,0,0,0,8,0.0,1,4,2,4,0,0.4,0
58,0,0,0,0,0.0,1,3,2,1,0,0.1,0
22,0,0,1,1,0.0,1,2,1,7,1,0.7,1
46,0,0,0,1,0.0,1,3,2,1,1,0.1,0
50,0,0,0,0,14.0,1,3,2,2,1,0.2,0
46,0,0,0,2,0.0,1,2,1,9,0,0.9,1
44,0,1,0,11,15.0,2,2,1,8,1,0.8,1
35,0,0,0,4,29.0,1,2,2,5,0,0.5,0
30,0,1,0,14,2.0,1,2,1,9,1,0.9,1
